Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
Honor 500,,,12 GB|256 GB,"6.55 inch, 105.4 cm 2 (~91.2% screen-to-body ratio) Display","200 MP, f/1.9, (wide), 1/1.4"", 0.56µm, PDAF, OIS 12 MP, f/2.2, 117˚ (ultrawide), AF Rear Camera",Si/C Li-Ion 8000 mAh Battery,Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor 500 Pro (China),,,12 GB|256 GB,"6.55 inch, 105.4 cm 2 (~91.2% screen-to-body ratio) Display","200 MP, f/1.9, (wide), 1/1.4"", 0.56µm, PDAF, OIS 50 MP, f/2.4, 68mm (periscope telephoto), 1/2.51"", 0.7µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 117˚ (ultrawide), AF Rear Camera",Si/C Li-Ion 8000 mAh Battery,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm) Processor,1 Year,Not Available,,,,
Honor 500 Smart,,,8 GB|256 GB,"6.75 inch, 110.0 cm 2 (~85.5% screen-to-body ratio) Display","50 MP, f/1.8, (wide) Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Honor 600,,,8 GB|128 GB,"6.57 inch, 106.2 cm 2 (~91.2% screen-to-body ratio) Display","200 MP, f/1.9, 24mm (wide), 1/1.4"", 0.56µm, PDAF (9cm - ∞), OIS 12 MP, f/2.2, 16mm, 112˚ (ultrawide), PDAF Rear Camera",Si/C Li-Ion 7000 mAh (International) or 6400 mAh (Europe) Battery,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor 600 (China),,,12 GB|256 GB,"6.57 inch, 106.2 cm 2 (~91.2% screen-to-body ratio) Display","200 MP, f/1.9, 24mm (wide), 1/1.4"", 0.56µm, PDAF (9cm - ∞), OIS 12 MP, f/2.2, 16mm, 112˚ (ultrawide), PDAF Rear Camera",Si/C Li-Ion 8600 mAh Battery,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor 600 Lite,,,8 GB|128 GB,"6.6 inch, 106.9 cm 2 (~90.1% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide) Rear Camera",Li-Po 6520 mAh Battery,Mediatek Dimensity 7100 Elite (6 nm) Processor,1 Year,Not Available,,,,
Honor 600 Pro,,,12 GB|256 GB,"6.57 inch, 106.2 cm 2 (~91.2% screen-to-body ratio) Display","200 MP, f/1.9, 24mm (wide), 1/1.4"", 0.56µm, PDAF (9cm - ∞), OIS 50 MP, f/2.8, 80mm (telephoto), PDAF, OIS, 3.5x optical zoom 12 MP, f/2.2, 16mm, 112˚ (ultrawide), PDAF Rear Camera",Si/C Li-Ion 7000 mAh (International) or 6400 mAh (Europe) Battery,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm) Processor,1 Year,Not Available,,,,
Honor 600 Pro (China),,,12 GB|256 GB,"6.57 inch, 106.2 cm 2 (~91.0% screen-to-body ratio) Display","200 MP, f/1.9, 24mm (wide), 1/1.4"", 0.56µm, PDAF (9cm - ∞), OIS 50 MP, f/2.8, 80mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 12 MP, f/2.2, 16mm, 112˚ (ultrawide), PDAF Rear Camera",Si/C Li-Ion 8000 mAh Battery,Mediatek Dimensity 8550 Elite (4 nm) Processor,1 Year,Not Available,,,,
Honor 600 Smart,,,4 GB|128 GB,"6.87 inch, 114.3 cm 2 (~86.5% screen-to-body ratio) Display","50 MP, f/1.8, PDAF Auxiliary lens Rear Camera",Li-Po 7700 mAh - EU Li-Po 8100 mAh - LATAM Battery,Qualcomm SM4450-AF Snapdragon 4 Gen 4 Processor,1 Year,Not Available,,,,
Honor 600e,,,8 GB|512 GB,"6.6 inch, 106.9 cm 2 (~90.1% screen-to-body ratio) Display","108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide) Rear Camera",Li-Po 6520 mAh Battery,Mediatek Dimensity 7100 Elite (6 nm) Processor,1 Year,Not Available,,,,
Honor Magic V6,,,12 GB|256 GB,"7.95 inch, 203.2 cm 2 (~89.1% screen-to-body ratio) Display","50 MP, f/1.6, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.2, 13mm, 122˚ (ultrawide), AF Rear Camera","Si/C Li-Ion 6660 mAh - Global 7150 mAh (1TB), 6850 mAh (256/512GB) - China Battery",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor Magic8,,,12 GB|256 GB,"6.58 inch, 105.3 cm 2 (~90.6% screen-to-body ratio) Display","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 64 MP, f/2.5, (telephoto), PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF Rear Camera",Si/C Li-Ion 7000 mAh Battery,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor Magic8 Lite,,,8 GB|256 GB,"6.79 inch, 112.1 cm 2 (~90.9% screen-to-body ratio) Display","108 MP, f/1.8, 24mm (wide), PDAF, 1/1.67"", 1.0µm, OIS 5 MP, f/2.2, 17mm (ultrawide), 1/5.0"", 1.12µm Rear Camera",Si/C Li-Po 7500 mAh (Europe); 8300 mAh (LATAM) Battery,Qualcomm Snapdragon 6 Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor Magic8 Pro,,,12 GB|256 GB,"6.71 inch, 108.3 cm 2 (~89.6% screen-to-body ratio) Display","50 MP, f/1.6, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 200 MP, f/2.6, 85mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3.7x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF Rear Camera",Si/C Li-Ion 7100 mAh (Global); 6270 mAh (Europe); 7200 mAh (China) Battery,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor Magic8 Pro Air,,,12 GB|256 GB,"6.31 inch, 97.6 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.6, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 64 MP, f/2.6, 74mm (periscope telephoto), 1/2"", PDAF, OIS, 3.2x optical zoom 50 MP, f/2.2, 16mm, 112˚ (ultrawide) Rear Camera",Si/C Li-Po 5500 mAh Battery,Mediatek Dimensity 9500 (3 nm) Processor,1 Year,Not Available,,,,
Honor Magic8 RSR Porsche Design,,,16 GB|512 GB,"6.71 inch, 108.3 cm 2 (~89.6% screen-to-body ratio) Display","50 MP, f/1.6, 23mm (wide), 1/1.3"", 1.2µm, multi-directional PDAF, OIS 200 MP, f/2.6, 85mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3.7x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, dual pixel PDAF Rear Camera",Si/C Li-Po 7200 mAh Battery,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor MagicPad 3 Pro 12.3,,,8 GB|256 GB,"12.3 inch, 443.2 cm 2 (~90.7% screen-to-body ratio) Display","13 MP, f/2.0, AF Rear Camera",Li-Po 10100 mAh Battery,Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor MagicPad3 Pro 13.3,,,12 GB|256 GB,"13.3 inch, 527.0 cm 2 (~89.0% screen-to-body ratio) Display","13 MP, f/2.0, AF 2 MP (macro) Rear Camera",Si/C Li-Ion 12450 mAh Battery,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor MagicPad4,,,12 GB|256 GB,"12.3 inch, 443.2 cm 2 (~90.7% screen-to-body ratio) Display","13 MP, f/2.0, AF Rear Camera",Si/C Li-Ion 10100 mAh Battery,Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor Pad 10 Pro,,,12 GB|256 GB,"11.5 inch, 391.6 cm 2 (~84.4% screen-to-body ratio) Display","13 MP, f/2.0, (wide), AF Rear Camera",Li-Po 10100 mAh Battery,Mediatek Dimensity 8350 Ultimate (4 nm) Processor,1 Year,Not Available,,,,
Honor Pad 20,,,6 GB|128 GB,"12.1 inch, 424.2 cm 2 (~85.4% screen-to-body ratio) Display","8 MP, f/2.0, (wide), AF Rear Camera",Li-Po 10100 mAh Battery,Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm) Processor,1 Year,Not Available,,,,
Honor Pad X8b,,,4 GB|64 GB,"11.0 inch, 347.5 cm 2 (~80.3% screen-to-body ratio) Display","5 MP, f/2.0, AF Rear Camera",Li-Ion 10100 mAh Battery,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,1 Year,Not Available,,,,
Honor Play 60A,,,4 GB|128 GB,"6.75 inch, 110.0 cm 2 (~85.5% screen-to-body ratio) Display","13 MP, f/2.2, (wide) Rear Camera",Li-Po 5300 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Honor Play 70C,,,4 GB|64 GB,"6.75 inch, 110.0 cm 2 (~85.5% screen-to-body ratio) Display","13 MP, f/2.2, (wide) Rear Camera",Li-Po 5300 mAh Battery,Mediatek Helio G81 Ultra (12 nm) Processor,1 Year,Not Available,,,,
Honor Play 80,,,4 GB|128 GB,"6.75 inch, 110.0 cm 2 (~85.5% screen-to-body ratio) Display","13 MP, f/2.2, (wide) Rear Camera",Li-Po 5300 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Honor Play 80 Plus,,,6 GB|128 GB,"6.61 inch, 105.3 cm 2 (~84.7% screen-to-body ratio) Display","13 MP, f/1.8, (wide) Rear Camera",Si/C Li-Po 7500 mAh Battery,Qualcomm SM4450-AF Snapdragon 4 Gen 4 Processor,1 Year,Not Available,,,,
Honor Play 80 Pro,,,6 GB|256 GB,"6.8 inch, 111.2 cm 2 (~86.7% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Auxiliary lens Rear Camera",Li-Po 7000 mAh Battery,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm) Processor,1 Year,Not Available,,,,
Honor Play10,,,8 GB|128 GB,"6.8 inch, 111.3 cm 2 (~86.8% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Auxiliary lens Rear Camera",Li-Po 7000 mAh Battery,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm) Processor,1 Year,Not Available,,,,
Honor Play10A,,,4 GB|128 GB,"6.74 inch, 109.7 cm 2 (~85.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Helio G81 (12 nm) Processor,1 Year,Not Available,,,,
Honor Play11 Plus,,,8 GB|256 GB,"6.6 inch, 106.9 cm 2 (~90.1% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Li-Po 7000 mAh Battery,Mediatek Dimensity 6500 Elite (6 nm) Processor,1 Year,Not Available,,,,
Honor Power2,,,12 GB|256 GB,"6.79 inch, 112.1 cm 2 (~90.6% screen-to-body ratio) Display","50 MP, f/1.9, (wide), PDAF, OIS 5 MP, (ultrawide) Rear Camera",Si/C Li-Po 10080 mAh Battery,Mediatek Dimensity 8500 Elite (4 nm) Processor,1 Year,Not Available,,,,
Honor Watch 5 Pro,,,,1.5 inch Display,,Li-Po 515 mAh Battery,,1 Year,Not Available,,,,
Honor Watch 6,,,,1.46 inch Display,,980 mAh Battery,,1 Year,Not Available,,,,
Honor Watch 6 Plus,,,,1.46 inch Display,,Si/C Li-Po 1000 mAh Battery,,1 Year,Not Available,,,,
Honor Watch GS 5,,,,1.32 inch Display,,Li-Po 495 mAh Battery,,1 Year,Not Available,,,,
Honor Watch X5,,,,1.97 inch Display,,Li-Ion 360 mAh Battery,,1 Year,Not Available,,,,
Honor Watch X5i,,,,1.97 inch Display,,Li-Po 420 mAh Battery,,1 Year,Not Available,,,,
Honor Win,,,12 GB|256 GB,"6.83 inch, 113.3 cm 2 (~90.7% screen-to-body ratio) Display","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, dual pixel PDAF, OIS 50 MP, f/2.4, (telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 3x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF Rear Camera",Si/C Li-Po 10000 mAh Battery,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) Processor,1 Year,Not Available,,,,
Honor Win RT,,,12 GB|256 GB,"6.83 inch, 113.3 cm 2 (~90.7% screen-to-body ratio) Display","50 MP, f/2.0, (wide), 1/1.56"", 1.0µm, dual pixel PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF Rear Camera",Si/C Li-Po 10000 mAh Battery,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm) Processor,1 Year,Not Available,,,,
Honor Win Turbo,,,12 GB|256 GB,"6.79 inch, 112.1 cm 2 (~90.6% screen-to-body ratio) Display","50 MP, f/1.9, (wide), PDAF, OIS 5 MP, (ultrawide) Rear Camera",Si/C Li-Po 10000 mAh Battery,Mediatek Dimensity 8500 Elite (4 nm) Processor,1 Year,Not Available,,,,
Honor X5c,,,4 GB|64 GB,"6.74 inch, 109.7 cm 2 (~85.3% screen-to-body ratio) Display","· 50 MP, f/1.8, (wide), PDAF - LATAM only · 13 MP, f/2.2, (wide) - MEA, SEA, AF, Eurasia Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Helio G81 (12 nm) Processor,1 Year,Not Available,,,,
Honor X5d,,,4 GB|128 GB,"6.74 inch, 109.7 cm 2 (~85.3% screen-to-body ratio) Display","13 MP, f/2.2, (wide), AF Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Helio G81 (12 nm) Processor,1 Year,Not Available,,,,
Honor X5d Plus,,,4 GB|128 GB,"6.74 inch, 109.7 cm 2 (~85.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Helio G81 (12 nm) Processor,1 Year,Not Available,,,,
Honor X6d,,,4 GB|128 GB,"6.75 inch, 110.0 cm 2 (~85.5% screen-to-body ratio) Display","50 MP, f/1.8, (wide) Auxiliary lens Rear Camera",Li-Po 5260 mAh Battery,Mediatek Dimensity 6300 (6 nm) Processor,1 Year,Not Available,,,,
Honor X70 Pro Max,,,8 GB|256 GB,"6.79 inch, 112.1 cm 2 (~90.9% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Si/C Li-Ion 8560 mAh Battery,Qualcomm Snapdragon 6 Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor X70 Refresh,,,8 GB|128 GB,"6.79 inch, 112.1 cm 2 (~90.9% screen-to-body ratio) Display","50 MP, f/1.9, (wide), PDAF, OIS Rear Camera",Si/C Li-Ion 8300 mAh Battery,Qualcomm Snapdragon 6 Gen 4 (4 nm) Processor,1 Year,Not Available,,,,
Honor X7e,,,6 GB|128 GB,"6.61 inch, 105.3 cm 2 (~84.7% screen-to-body ratio) Display","50 MP, f/1.8, (wide), AF Rear Camera",Si/C Li-Po 7500 mAh Battery,Mediatek Helio G81 Ultra (12 nm) Processor,1 Year,Not Available,,,,
Honor X80 Pro Max,,,8 GB|128 GB,"6.8 inch, 112.6 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.9, (wide), PDAF, OIS Rear Camera",Si/C Li-Po 11000 mAh Battery,Qualcomm SM6850 Snapdragon 6 Gen 5 (4 nm) Processor,1 Year,Not Available,,,,
Honor X80i,,,8 GB|128 GB,"6.6 inch, 106.9 cm 2 (~90.1% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Li-Po 7000 mAh Battery,Mediatek Dimensity 6500 Elite (6 nm) Processor,1 Year,Not Available,,,,
Honor X8d,,,8 GB|128 GB,"6.77 inch, 110.9 cm 2 (~89.2% screen-to-body ratio) Display","108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF, OIS 5 MP, f/2.2, (ultrawide) Rear Camera",Si/C Li-Po 7000 mAh Battery,Qualcomm Snapdragon 6s 4G Gen 2 Processor,1 Year,Not Available,,,,
Huawei Enjoy 90,,,8 GB|128 GB,"6.67 inch, 107.2 cm 2 (~84.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Si/C Li-Ion 6620 mAh Battery,Kirin 8000A Processor,1 Year,Not Available,,,,
Huawei Enjoy 90 Plus,,,8 GB|128 GB,"6.67 inch, 107.2 cm 2 (~84.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Si/C Li-Ion 6620 mAh Battery,Kirin 8000 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Enjoy 90 Pro Max,,,8 GB|128 GB,"6.84 inch, 114.8 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.9, (wide), 1/1.56"", dual-pixel PDAF Rear Camera",Si/C Li-Ion 8500 mAh Battery,Kirin 8000 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Enjoy 90m Plus,,,8 GB|128 GB,"6.67 inch, 107.2 cm 2 (~84.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Si/C Li-Ion 6620 mAh Battery,Kirin 8000 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Mate 70 Air,,,12 GB|256 GB,"7.0 inch, 123.0 cm 2 (~91.5% screen-to-body ratio) Display","50 MP, f/1.8, 24mm (wide), 1/1.3"", PDAF, OIS 12 MP, f/2.4, 69mm (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 16mm (ultrawide) Rear Camera",Si/C Li-Ion 6500 mAh Battery,Kirin 9020A (7 nm) - 12GB RAM Kirin 9020B (7 nm) - 16GB RAM Processor,1 Year,Not Available,,,,
Huawei Mate 80,,,12 GB|256 GB,"6.75 inch, 110.3 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5.5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF Rear Camera",5750 mAh Battery,Kirin 9020 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Mate 80 Pro,,,12 GB|256 GB,"6.75 inch, 110.3 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 48 MP, f/2.1, 93mm (periscope telephoto), PDAF, OIS, 4x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF Rear Camera",5750 mAh Battery,Kirin 9030 Pro (6 nm) (512GB / 1TB 16GB RAM) Kirin 9030 (6 nm) (256GB / 512GB 12GB RAM) Processor,1 Year,Not Available,,,,
Huawei Mate 80 Pro Max,,,16 GB|512 GB,"6.9 inch, 117.2 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.1, 91mm (periscope telephoto), PDAF, OIS, 4x optical zoom 50 MP, f/3.2, 140mm (periscope telephoto), PDAF, OIS, 6.2x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF Rear Camera",6000 mAh Battery,Kirin 9030 Pro (6 nm) Processor,1 Year,Not Available,,,,
Huawei Mate 80 Pro Max Wind,,,16 GB|512 GB,"6.9 inch, 117.2 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.1, 91mm (periscope telephoto), PDAF, OIS, 4x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF Rear Camera",6000 mAh Battery,Kirin 9030 Pro (6 nm) Processor,1 Year,Not Available,,,,
Huawei Mate 80 RS Ultimate,,,20 GB|512 GB,"6.9 inch, 117.2 cm 2 (~90.2% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.1, 91mm (periscope telephoto), PDAF, OIS, 4x optical zoom 50 MP, f/3.2, 140mm (periscope telephoto), PDAF, OIS, 6.2x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF Rear Camera",6000 mAh Battery,Kirin 9030 Pro (6 nm) Processor,1 Year,Not Available,,,,
Huawei Mate X7,,,12 GB|256 GB,"8.0 inch, 202.7 cm 2 (~89.6% screen-to-body ratio) Display","50 MP, f/1.5-f/4.0, 24mm (wide), 1/1.28"", PDAF, OIS* 50 MP, f/2.2, 81mm (periscope telephoto), PDAF, OIS, 3.5x optical zoom 40 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF *f/1.4-f/4.0 and 1/1.56"" sensor size for 12GB RAM model (China only) Rear Camera",5600 mAh or 5525 mAh (12GB RAM model only) Battery,Kirin 9030 Pro (6 nm) Processor,1 Year,Not Available,,,,
Huawei Mate XTs Ultimate,,,16 GB|256 GB,"10.2 inch, 315.5 cm 2 (~91.9% screen-to-body ratio) Display","50 MP, f/1.4-f/4.0, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/3.4, 125mm (periscope telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 5.5x optical zoom 40 MP, f/2.2, 13mm (ultrawide), PDAF Rear Camera",Si/C Li-Ion 5600 mAh Battery,Kirin 9020 (7 nm) Processor,1 Year,Not Available,,,,
Huawei MatePad 11.5 (2025),,,8 GB|128 GB,"11.5 inch, 387.2 cm 2 (~83.1% screen-to-body ratio) Display","13 MP, f/1.8, (wide), AF Rear Camera",10100 mAh Battery,Kirin T82B Processor,1 Year,Not Available,,,,
Huawei MatePad 11.5 (2026),,,8 GB|128 GB,"11.5 inch, 390.2 cm 2 (~83.7% screen-to-body ratio) Display","13 MP, f/1.8, (wide), AF Rear Camera",10100 mAh Battery,Kirin T82B Processor,1 Year,Not Available,,,,
Huawei MatePad 11.5 S (2025),,,8 GB|256 GB,"11.5 inch, 391.6 cm 2 (~84.6% screen-to-body ratio) Display","13 MP, f/1.8, (wide), AF Rear Camera",8800 mAh Battery,,1 Year,Not Available,,,,
Huawei MatePad 12 X (2025),,,12 GB|256 GB,"12.0 inch, 426.4 cm 2 (~86.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Li-Po 10100 mAh Battery,Kirin T92B Processor,1 Year,Not Available,,,,
Huawei MatePad Air (2025),,,8 GB|256 GB,"12.0 inch, 426.4 cm 2 (~86.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide) Rear Camera",Li-Po 10100 mAh Battery,,1 Year,Not Available,,,,
Huawei MatePad Air (2026),,,8 GB|256 GB,"12.0 inch, 426.4 cm 2 (~86.3% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",Li-Po 10100 mAh Battery,Kirin T93C Processor,1 Year,Not Available,,,,
Huawei MatePad Edge,,,16 GB|256 GB,"14.2 inch, 600.4 cm 2 (~90.7% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide) Rear Camera",12900 mAh Battery,Kirin X90A Processor,1 Year,Not Available,,,,
Huawei MatePad Mini,,,8 GB|256 GB,"8.8 inch, 224.5 cm 2 (~88.8% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, (ultrawide) Rear Camera",6400 mAh Battery,,1 Year,Not Available,,,,
Huawei MatePad Pro Max,,,12 GB|256 GB,"13.2 inch, 518.8 cm 2 (~91.4% screen-to-body ratio) Display","50 MP, f/1.8, (wide), PDAF Rear Camera",10400 mAh (International) or 9760 mAh (Europe) Battery,Kirin T93 Pro Processor,1 Year,Not Available,,,,
Huawei Pura 80 Pro,,,12 GB|256 GB,"6.8 inch, 111.3 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",Market-dependent versions: · Li-Po 5170 mAh - International · Li-Po 5700 mAh - China Battery,,1 Year,Not Available,,,,
Huawei Pura 80 Pro+,,,16 GB|512 GB,"6.8 inch, 111.3 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 48 MP, f/2.1, 93mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",Li-Po 5700 mAh Battery,Kirin 9020 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Pura 80 Ultra,,,16 GB|512 GB,"6.8 inch, 111.3 cm 2 (~89.7% screen-to-body ratio) Display","50 MP, f/1.6-4.0, 23mm (wide), 1.0""-type, dual pixel PDAF, OIS 50 MP, f/2.4, 83mm (periscope telephoto), 1/1.28"", PDAF, sensor-shift OIS, 3.7x optical zoom 12.5 MP, f/3.6, 212mm (periscope telephoto), PDAF, sensor-shift OIS, 9.4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF * Both telephoto cameras utilize the same camera sensor w/o continuous optical zoom Rear Camera",Market-dependent versions: · Li-Po 5170 mAh - International · Li-Po 5700 mAh - China Battery,Kirin 9020 (7 nm) Processor,1 Year,Not Available,,,,
Huawei Pura 90,,,12 GB|256 GB,"6.8 inch, 113.6 cm 2 (~89.2% screen-to-body ratio) Display","50 MP, f/1.8, 24mm (wide), PDAF, OIS 50 MP, f/2.2, 88mm (periscope telephoto), PDAF, OIS, 3.7x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide) Rear Camera",6500 mAh Battery,Kirin 9010s (7 nm) Processor,1 Year,Not Available,,,,
Huawei Pura 90 Pro,,,12 GB|256 GB,"6.6 inch, 105.9 cm 2 (~90.1% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 50 MP, f/2.1, 91mm (telephoto), PDAF (5cm - ∞), OIS, 4x optical zoom 12.5 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",Li-Po 6000 mAh Battery,Kirin 9030S (5 nm) Processor,1 Year,Not Available,,,,
Huawei Pura 90 Pro Max,,,12 GB|256 GB,"6.9 inch, 115.6 cm 2 (~91.5% screen-to-body ratio) Display","50 MP, f/1.4-4.0, 24mm (wide), PDAF, OIS 200 MP, f/2.6, 89mm (telephoto), PDAF, OIS, 4x optical zoom 40 MP, f/2.2, 13mm (ultrawide), AF Rear Camera",Li-Po 6000 mAh Battery,Kirin 9030S (5 nm) Processor,1 Year,Not Available,,,,
